state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_DC,pp_stloc_raw_DC,pp_fed_raw_DC,pp_total_raw_DC,pp_site_stloc_raw_DC,pp_site_fed_raw_DC,pp_site_raw_DC,pp_centshare_stloc_raw_DC,pp_centshare_fed_raw_DC,pp_centshare_raw_DC,schoolstloc_raw_DC,schoolfed_raw_DC,schooltot_raw_DC,flag_NERDS,nces_locale,nces_charter,nces_freelunch,nces_reducedlunch,nces_poverty,nces_address,nces_city,nces_zip
DC,2023-2024,1,464,District of Columbia Public Schools,H.D. Woodson High School,1100030,1100030,09200100130100,110003000055,544,09-12,4,544,29565.95026,4744.141857,34310.09211,23901.01901,1150.201397,25051.2204,5664.93125,3593.94046,9258.87171,16083876.94,2580813.17,18664690.11,0,11-City: Large,2-No,NA,NA,NA,540 55th St. NE,Washington,20019
DC,2023-2024,1,246,District of Columbia Public Schools,Hardy Middle School,1100030,1100030,09200100130100,110003000186,602,06-08,3,602,17618.16244,3944.985664,21563.14811,11953.2312,351.0451993,12304.2764,5664.931246,3593.940465,9258.871711,10606133.79,2374881.37,12981015.16,0,11-City: Large,2-No,NA,NA,NA,1819 35th St. NW,Washington,20007
DC,2023-2024,1,413,District of Columbia Public Schools,Hart Middle School,1100030,1100030,09200100130100,110003000135,367,06-08,3,367,26589.18392,4531.018147,31120.20207,20924.25267,937.0776839,21861.33035,5664.931253,3593.940463,9258.871717,9758230.5,1662883.66,11421114.16,0,11-City: Large,2-No,NA,NA,NA,601 Mississippi Ave. SE,Washington,20032
DC,2023-2024,1,258,District of Columbia Public Schools,Hearst Elementary School,1100030,1100030,09200100130100,110003000183,337,PK-05,2,337,20529.57119,4058.382107,24587.95329,14864.63994,464.441632,15329.08157,5664.931246,3593.940475,9258.871721,6918465.49,1367674.77,8286140.26,0,11-City: Large,2-No,NA,NA,NA,3950 37th St. NW,Washington,20008
DC,2023-2024,1,249,District of Columbia Public Schools,Hendley Elementary School,1100030,1100030,09200100130100,110003000182,251,PK-05,2,251,28789.82693,4782.515219,33572.34215,23124.8957,1188.574741,24313.47044,5664.931235,3593.940478,9258.871713,7226246.56,1200411.32,8426657.88,0,11-City: Large,2-No,NA,NA,NA,425 Chesapeake St. SE,Washington,20032
DC,2023-2024,1,251,District of Columbia Public Schools,Houston Elementary School,1100030,1100030,09200100130100,110003000181,307,PK-05,2,307,24325.80365,4725.401629,29051.20528,18660.87241,1131.461173,19792.33358,5664.931238,3593.940456,9258.871694,7468021.72,1450698.3,8918720.02,0,11-City: Large,2-No,NA,NA,NA,1100 50th Pl. NE,Washington,20019
DC,2023-2024,1,252,District of Columbia Public Schools,Hyde-Addison Elementary School,1100030,1100030,09200100130100,110003000180,396,PK-05,2,396,21393.13907,4104.924747,25498.06381,15728.20783,510.9842929,16239.19212,5664.931237,3593.940455,9258.871692,8471683.07,1625550.2,10097233.27,0,11-City: Large,2-No,NA,NA,NA,3219 O St. NW,Washington,20007
DC,2023-2024,1,1071,District of Columbia Public Schools,Ida B. Wells Middle School,1100030,1100030,09200100130100,110003000524,540,06-08,3,540,21184.93219,4919.041037,26103.97322,15520.00094,1325.100574,16845.10152,5664.931241,3593.940463,9258.871704,11439863.38,2656282.16,14096145.54,0,11-City: Large,2-No,NA,NA,NA,405 Sheridan St. NW,Washington,20011
DC,2023-2024,1,339,District of Columbia Public Schools,J.O. Wilson Elementary School,1100030,1100030,09200100130100,110003000062,464,PK-05,2,464,37755.89522,4574.407284,42330.3025,32090.96397,980.4668319,33071.4308,5664.93125,3593.940453,9258.871703,17518735.38,2122524.98,19641260.36,1,11-City: Large,2-No,NA,NA,NA,660 K St. NE,Washington,20002
DC,2023-2024,1,463,District of Columbia Public Schools,Jackson-Reed High School,1100030,1100030,09200100130100,110003000133,1994,09-12,4,1994,22042.85746,4088.964594,26131.82206,16377.92622,495.0241324,16872.95035,5664.931244,3593.940461,9258.871705,43953457.78,8153395.4,52106853.18,0,11-City: Large,2-No,NA,NA,NA,3950 Chesapeake St. NW,Washington,20016
DC,2023-2024,1,254,District of Columbia Public Schools,Janney Elementary School,1100030,1100030,09200100130100,110003000179,684,PK-05,2,684,17566.93974,4127.468173,21694.40791,11902.00849,533.5277193,12435.53621,5664.931243,3593.940453,9258.871696,12015786.78,2823188.23,14838975.01,0,11-City: Large,2-No,NA,NA,NA,4130 Albemarle St. NW,Washington,20016
DC,2023-2024,1,433,District of Columbia Public Schools,Jefferson Middle School Academy,1100030,1100030,09200100130100,110003000453,406,06-08,3,406,21492.97333,4328.012709,25820.98603,15828.04209,734.0722414,16562.11433,5664.931232,3593.940468,9258.8717,8726147.17,1757173.16,10483320.33,0,11-City: Large,2-No,NA,NA,NA,801 7th St. SW,Washington,20024
DC,2023-2024,1,336,District of Columbia Public Schools,John Lewis Elementary School,1100030,1100030,09200100130100,110003000067,493,PK-05,2,493,18744.31596,4079.788803,22824.10477,13079.38473,485.8483367,13565.23306,5664.931237,3593.940467,9258.871704,9240947.77,2011335.88,11252283.65,0,11-City: Large,2-No,NA,NA,NA,1335 Farragut St NW,Washington,20011
DC,2023-2024,1,416,District of Columbia Public Schools,Johnson Middle School,1100030,1100030,09200100130100,110003000144,297,06-08,3,297,21358.23869,4744.088249,26102.32694,15693.30744,1150.147778,16843.45522,5664.931246,3593.940471,9258.871717,6343396.89,1408994.21,7752391.1,0,11-City: Large,2-No,NA,NA,NA,1400 Bruce Pl. SE,Washington,20020
DC,2023-2024,1,421,District of Columbia Public Schools,Kelly Miller Middle School,1100030,1100030,09200100130100,110003000272,289,06-08,3,289,26235.63225,4980.078062,31215.71031,20570.701,1386.137612,21956.83862,5664.931246,3593.94045,9258.871696,7582097.72,1439242.56,9021340.28,0,11-City: Large,2-No,NA,NA,NA,301 49th St. NE,Washington,20019
DC,2023-2024,1,257,District of Columbia Public Schools,Ketcham Elementary School,1100030,1100030,09200100130100,110003000176,250,PK-05,2,250,25588.90496,4942.84164,30531.7466,19923.97372,1348.90116,21272.87488,5664.93124,3593.94048,9258.87172,6397226.24,1235710.41,7632936.65,0,11-City: Large,2-No,NA,NA,NA,1919 15th St. SE,Washington,20020
DC,2023-2024,1,272,District of Columbia Public Schools,Key Elementary School,1100030,1100030,09200100130100,110003000174,347,PK-05,2,347,20797.61565,4047.705677,24845.32133,15132.68441,453.7652161,15586.44963,5664.931239,3593.940461,9258.8717,7216772.63,1404553.87,8621326.5,0,11-City: Large,2-No,NA,NA,NA,5001 Dana Pl. NW,Washington,20016
DC,2023-2024,1,259,District of Columbia Public Schools,Kimball Elementary School,1100030,1100030,09200100130100,110003000173,374,PK-05,2,374,22451.85848,4499.705642,26951.56412,16786.92725,905.7651872,17692.69243,5664.93123,3593.940455,9258.871684,8396995.07,1682889.91,10079884.98,0,11-City: Large,2-No,NA,NA,NA,3375 Minnesota Ave. SE,Washington,20019
DC,2023-2024,1,344,District of Columbia Public Schools,King Elementary School,1100030,1100030,09200100130100,110003000102,202,PK-05,2,202,28151.73886,4836.549604,32988.28847,22486.80762,1242.609158,23729.41678,5664.931238,3593.940446,9258.871683,5686651.25,976983.02,6663634.27,0,11-City: Large,2-No,NA,NA,NA,3200 6th St. SE,Washington,20032
DC,2023-2024,1,417,District of Columbia Public Schools,Kramer Middle School,1100030,1100030,09200100130100,110003000143,197,06-08,3,197,32926.3632,5020.25269,37946.61589,27261.43198,1426.312234,28687.74421,5664.931218,3593.940457,9258.871675,6486493.55,988989.78,7475483.33,0,11-City: Large,2-No,NA,NA,NA,1700 Q St. SE,Washington,20020
DC,2023-2024,1,261,District of Columbia Public Schools,Lafayette Elementary School,1100030,1100030,09200100130100,110003000045,933,PK-05,2,933,16815.96607,4193.684877,21009.65094,11151.03482,599.7444159,11750.77924,5664.931243,3593.940461,9258.871704,15689296.34,3912707.99,19602004.33,0,11-City: Large,2-No,NA,NA,NA,5701 Broad Branch Rd. NW,Washington,20015
DC,2023-2024,1,262,District of Columbia Public Schools,Langdon Elementary School,1100030,1100030,09200100130100,110003000044,390,PK-05,2,390,21307.03685,4521.461667,25828.49851,15642.10562,927.5212051,16569.62682,5664.931231,3593.940462,9258.871692,8309744.37,1763370.05,10073114.42,0,11-City: Large,2-No,NA,NA,NA,1900 Evarts St. NE,Washington,20018
DC,2023-2024,1,370,District of Columbia Public Schools,Langley Elementary School,1100030,1100030,09200100130100,110003000445,348,PK-05,2,348,22696.85115,4297.22819,26994.07934,17031.91991,703.2877299,17735.20764,5664.931236,3593.94046,9258.871695,7898504.2,1495435.41,9393939.61,0,11-City: Large,2-No,NA,NA,NA,101 T Street NE,Washington,20002
DC,2023-2024,1,264,District of Columbia Public Schools,LaSalle-Backus Elementary School,1100030,1100030,09200100130100,110003000042,261,PK-05,2,261,34651.69368,4643.071303,39294.76498,28986.76245,1049.130843,30035.8933,5664.931226,3593.94046,9258.871686,9044092.05,1211841.61,10255933.66,0,11-City: Large,2-No,NA,NA,NA,501 Riggs Rd. NE,Washington,20011
DC,2023-2024,1,291,District of Columbia Public Schools,Lawrence E. Boone Elementary School,1100030,1100030,09200100130100,110003000161,436,PK-05,2,436,21229.85415,4527.001789,25756.85594,15564.92291,933.0613303,16497.98424,5664.931239,3593.940459,9258.871697,9256216.41,1973772.78,11229989.19,0,11-City: Large,2-No,NA,NA,NA,2200 Minnesota Ave. SE,Washington,20020
DC,2023-2024,1,266,District of Columbia Public Schools,Leckie Education Campus,1100030,1100030,09200100130100,110003000041,458,PK-08,3,458,22451.65777,4571.002642,27022.66041,16786.72653,977.0621834,17763.78871,5664.931245,3593.940459,9258.871703,10282859.26,2093519.21,12376378.47,0,11-City: Large,2-No,NA,NA,NA,4201 M.L. King Ave. SW,Washington,20032
DC,2023-2024,1,202,District of Columbia Public Schools,Lorraine H. Whitlock Elementary School,1100030,1100030,09200100130100,110003000122,146,PK-05,2,146,34000.18986,5569.603767,39569.79363,28335.25863,1975.663288,30310.92192,5664.931233,3593.940479,9258.871712,4964027.72,813162.15,5777189.87,0,11-City: Large,2-No,NA,NA,NA,1300 44th St. NE,Washington,20019
DC,2023-2024,1,271,District of Columbia Public Schools,Ludlow-Taylor Elementary School,1100030,1100030,09200100130100,110003000037,488,PK-05,2,488,18226.35531,3885.029488,22111.3848,12561.42406,291.0890369,12852.51309,5664.93125,3593.940451,9258.871701,8894461.39,1895894.39,10790355.78,0,11-City: Large,2-No,NA,NA,NA,659 G St. NE,Washington,20002
DC,2023-2024,1,884,District of Columbia Public Schools,Luke C. Moore High School,1100030,1100030,09200100130100,110003000198,264,09-12,4,264,25642.00822,4693.927765,30335.93598,19977.07697,1099.987311,21077.06428,5664.93125,3593.940455,9258.871705,6769490.17,1239196.93,8008687.1,0,11-City: Large,2-No,NA,NA,NA,1001 Monroe St. NE,Washington,20017
DC,2023-2024,1,1294,District of Columbia Public Schools,MacArthur High School,1100030,1100030,09200100130100,110003000780,238,09-10,4,238,10986.07765,3609.906849,14595.9845,5321.146387,15.96638655,5337.112773,5664.931261,3593.940462,9258.871723,2614686.48,859157.83,3473844.31,0,11-City: Large,2-No,NA,NA,NA,4530 MacArthur Blvd NW,Washington,20007
DC,2023-2024,1,420,District of Columbia Public Schools,MacFarland Middle School,1100030,1100030,09200100130100,110003000511,499,06-08,3,499,24971.66603,4524.494689,29496.16072,19306.73479,930.5542285,20237.28902,5664.931242,3593.940461,9258.871703,12460861.35,2257722.85,14718584.2,0,11-City: Large,2-No,NA,NA,NA,4400 Iowa Ave. NW,Washington,20011
DC,2023-2024,1,308,District of Columbia Public Schools,Malcolm X Elementary School @ Green,1100030,1100030,09200100130100,110003000036,200,PK-05,2,200,30973.6558,4734.7804,35708.4362,25308.72455,1140.83995,26449.5645,5664.93125,3593.94045,9258.8717,6194731.16,946956.08,7141687.24,0,11-City: Large,2-No,NA,NA,NA,1500 Mississippi Ave. SE,Washington,20032
DC,2023-2024,1,273,District of Columbia Public Schools,Mann Elementary School,1100030,1100030,09200100130100,110003000035,394,PK-05,2,394,23045.98584,3929.174873,26975.16071,17381.05459,335.2344162,17716.28901,5664.931244,3593.940457,9258.871701,9080118.42,1548094.9,10628213.32,0,11-City: Large,2-No,NA,NA,NA,4430 Newark St. NW,Washington,20016
DC,2023-2024,1,284,District of Columbia Public Schools,Marie Reed Elementary School,1100030,1100030,09200100130100,110003000032,452,PK-05,2,452,26438.00077,4095.786792,30533.78757,20773.06954,501.8463274,21274.91586,5664.931239,3593.940465,9258.871704,11949976.35,1851295.63,13801271.98,0,11-City: Large,2-No,NA,NA,NA,2201 18th St. NW,Washington,20009
DC,2023-2024,1,274,District of Columbia Public Schools,Maury Elementary School,1100030,1100030,09200100130100,110003000034,549,PK-05,2,549,16959.57448,3899.465883,20859.04036,11294.64324,305.5254281,11600.16867,5664.931239,3593.940455,9258.871694,9310806.39,2140806.77,11451613.16,0,11-City: Large,2-No,NA,NA,NA,1250 Constitution Ave. NE,Washington,20002
DC,2023-2024,1,435,District of Columbia Public Schools,McKinley Middle School,1100030,1100030,09200100130100,110003000470,263,06-08,3,263,23658.2462,4766.657947,28424.90414,17993.31494,1172.71749,19166.03243,5664.931255,3593.940456,9258.871711,6222118.75,1253631.04,7475749.79,0,11-City: Large,2-No,NA,NA,NA,151 T. St. NE,Washington,20002
DC,2023-2024,1,458,District of Columbia Public Schools,McKinley Technology High School,1100030,1100030,09200100130100,110003000267,704,09-12,4,704,25738.12994,4500.2775,30238.40744,20073.19871,906.3370455,20979.53575,5664.931236,3593.940455,9258.87169,18119643.48,3168195.36,21287838.84,0,11-City: Large,2-No,NA,NA,NA,151 T St. NE,Washington,20002
DC,2023-2024,1,1165,District of Columbia Public Schools,Military Road Early Learning Center,1100030,1100030,09200100130100,110003000540,67,PK-PK,1,67,39147.62388,5212.618806,44360.24269,33482.69269,1618.678358,35101.37104,5664.931194,3593.940448,9258.871642,2622890.8,349245.46,2972136.26,1,11-City: Large,2-No,NA,NA,NA,1375 Missouri Ave NW,Washington,20011
DC,2023-2024,1,280,District of Columbia Public Schools,Miner Elementary School,1100030,1100030,09200100130100,110003000004,410,PK-05,2,410,35156.34256,5039.695415,40196.03798,29491.41132,1445.754951,30937.16627,5664.931244,3593.940463,9258.871707,14414100.45,2066275.12,16480375.57,1,11-City: Large,2-No,NA,NA,NA,601 15th St. NE,Washington,20002
DC,2023-2024,1,285,District of Columbia Public Schools,Moten Elementary School,1100030,1100030,09200100130100,110003000002,238,PK-05,2,238,31750.23374,4764.065168,36514.29891,26085.30248,1170.124706,27255.42718,5664.931261,3593.940462,9258.871723,7556555.63,1133847.51,8690403.14,0,11-City: Large,2-No,NA,NA,NA,1565 Morris Rd. SE,Washington,20020
DC,2023-2024,1,287,District of Columbia Public Schools,Murch Elementary School,1100030,1100030,09200100130100,110003000001,636,PK-05,2,636,19271.60986,3780.145566,23051.75542,13606.67862,186.2051101,13792.88373,5664.931242,3593.940456,9258.871698,12256743.87,2404172.58,14660916.45,0,11-City: Large,2-No,NA,NA,NA,4810 36th St. NW,Washington,20008
DC,2023-2024,1,288,District of Columbia Public Schools,Nalle Elementary School,1100030,1100030,09200100130100,110003000163,307,PK-05,2,307,23923.34179,4537.529316,28460.87111,18258.41055,943.5888599,19201.99941,5664.931238,3593.940456,9258.871694,7344465.93,1393021.5,8737487.43,0,11-City: Large,2-No,NA,NA,NA,219 50th St. SE,Washington,20019
DC,2023-2024,1,290,District of Columbia Public Schools,Noyes Elementary School,1100030,1100030,09200100130100,110003000164,288,PK-05,2,288,22321.3825,4660.772535,26982.15503,16656.45125,1066.832083,17723.28333,5664.93125,3593.940451,9258.871701,6428558.16,1342302.49,7770860.65,0,11-City: Large,2-No,NA,NA,NA,2725 10th St. NE,Washington,20018
DC,2023-2024,1,292,District of Columbia Public Schools,Oyster-Adams Bilingual School,1100030,1100030,09200100130100,110003000160,781,PK-08,3,781,19535.8353,4419.949706,23955.78501,13870.90406,826.0092446,14696.9133,5664.931242,3593.940461,9258.871703,15257487.37,3451980.72,18709468.09,0,11-City: Large,2-No,NA,NA,NA,2801 Calvert St. NW and 2501 11th St. NW,Washington,20008
DC,2023-2024,1,294,District of Columbia Public Schools,Patterson Elementary School,1100030,1100030,09200100130100,110003000158,253,PK-05,2,253,31436.4447,4949.110158,36385.55486,25771.51348,1355.169684,27126.68316,5664.931225,3593.940474,9258.8717,7953420.51,1252124.87,9205545.38,0,11-City: Large,2-No,NA,NA,NA,4399 South Capitol Terr. SW,Washington,20032
DC,2023-2024,1,295,District of Columbia Public Schools,Payne Elementary School,1100030,1100030,09200100130100,110003000157,376,PK-05,2,376,21975.11984,4363.057207,26338.17705,16310.18859,769.1167553,17079.30535,5664.93125,3593.940452,9258.871702,8262645.06,1640509.51,9903154.57,0,11-City: Large,2-No,NA,NA,NA,1445 C St. SE,Washington,20003
DC,2023-2024,1,301,District of Columbia Public Schools,Peabody Elementary School (Capitol Hill Cluster),1100030,1100030,09200100130100,110003000156,215,PK-K,1,215,19556.02367,4144.719907,23700.74358,13891.09242,550.7794419,14441.87186,5664.931256,3593.940465,9258.871721,4204545.09,891114.78,5095659.87,0,11-City: Large,2-No,NA,NA,NA,425 C St. NE,Washington,20002
DC,2023-2024,1,478,District of Columbia Public Schools,"Phelps Architecture, Construction and Engineering High School",1100030,1100030,09200100130100,110003000407,310,09-12,4,310,26714.58348,4631.931323,31346.51481,21049.65223,1037.990871,22087.6431,5664.931258,3593.940452,9258.87171,8281520.88,1435898.71,9717419.59,0,11-City: Large,2-No,NA,NA,NA,704 26th St. NE,Washington,20002
DC,2023-2024,1,299,District of Columbia Public Schools,Plummer Elementary School,1100030,1100030,09200100130100,110003000126,224,PK-05,2,224,25685.78125,4722.517232,30408.29848,20020.85,1128.576786,21149.42679,5664.93125,3593.940446,9258.871696,5753615,1057843.86,6811458.86,0,11-City: Large,2-No,NA,NA,NA,4601 Texas Ave. SE,Washington,20019
DC,2023-2024,1,300,District of Columbia Public Schools,Powell Elementary School,1100030,1100030,09200100130100,110003000125,497,PK-05,2,497,23763.01845,3978.70672,27741.72517,18098.0872,384.7662575,18482.85346,5664.931247,3593.940463,9258.87171,11810220.17,1977417.24,13787637.41,0,11-City: Large,2-No,NA,NA,NA,1350 Upshur St. NW,Washington,20011
DC,2023-2024,1,7000,District of Columbia Public Schools,Private Religious School Enrollment,1100030,1100030,NA,NA,NA,NA,NA,NA,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,1,NA,NA,NA,NA,NA,NA,NA,NA
DC,2023-2024,1,316,District of Columbia Public Schools,Randle Highlands Elementary School,1100030,1100030,09200100130100,110003000029,300,PK-05,2,300,25421.1092,4574.007233,29995.11643,19756.17797,980.0667667,20736.24473,5664.931233,3593.940467,9258.8717,7626332.76,1372202.17,8998534.93,0,11-City: Large,2-No,NA,NA,NA,1650 30th St. SE,Washington,20020
DC,2023-2024,1,302,District of Columbia Public Schools,Raymond Elementary School,1100030,1100030,09200100130100,110003000033,400,PK-05,2,400,26906.18388,4331.586275,31237.77015,21241.25263,737.645825,21978.89845,5664.93125,3593.94045,9258.8717,10762473.55,1732634.51,12495108.06,0,11-City: Large,2-No,NA,NA,NA,915 Spring Rd. NW,Washington,20010
DC,2023-2024,1,472,District of Columbia Public Schools,Residential Schools,1100030,1100030,NA,NA,NA,NA,NA,NA,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,1,NA,NA,NA,NA,NA,NA,NA,NA
DC,2023-2024,1,8100,District of Columbia Public Schools,Resolution,1100030,1100030,NA,NA,NA,NA,NA,NA,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,1,NA,NA,NA,NA,NA,NA,NA,NA
DC,2023-2024,1,304,District of Columbia Public Schools,River Terrace Education Campus,1100030,1100030,09200100130100,110003000506,120,03-12,4,120,55655.65667,5145.244583,60800.90125,49990.72542,1551.304083,51542.0295,5664.93125,3593.9405,9258.87175,6678678.8,617429.35,7296108.15,1,11-City: Large,2-No,NA,NA,NA,405 Anacostia Ave. NE,Washington,20019
DC,2023-2024,1,436,District of Columbia Public Schools,Ron Brown College Preparatory High School,1100030,1100030,09200100130100,110003000512,161,09-12,4,161,42580.05472,7739.567267,50319.62199,36915.12348,4145.626832,41060.75031,5664.931242,3593.940435,9258.871677,6855388.81,1246070.33,8101459.14,1,11-City: Large,2-No,NA,NA,NA,4800 Meade St. NE,Washington,20019
DC,2023-2024,1,459,District of Columbia Public Schools,Roosevelt High School,1100030,1100030,09200100130100,110003000008,908,09-12,4,908,26871.3354,4826.032423,31697.36782,21206.40415,1232.09196,22438.49611,5664.931244,3593.940463,9258.871707,24399172.54,4382037.44,28781209.98,0,11-City: Large,2-No,NA,NA,NA,4301 13th St. NW,Washington,20011
DC,2023-2024,1,456,District of Columbia Public Schools,Roosevelt STAY High School,1100030,1100030,09200100130100,110003000264,407,09-12,4,703,18537.42744,4100.382987,22637.81043,12872.4962,506.442532,13378.93873,5664.931238,3593.940455,9258.871693,13031811.49,2882569.24,15914380.73,1,11-City: Large,2-No,NA,NA,NA,2001 10th St NW,Washington,20001
DC,2023-2024,1,305,District of Columbia Public Schools,Ross Elementary School,1100030,1100030,09200100130100,110003000027,182,PK-05,2,182,21366.98236,4280.619725,25647.60209,15702.0511,686.6792857,16388.73038,5664.931264,3593.94044,9258.871703,3888790.79,779072.79,4667863.58,0,11-City: Large,2-No,NA,NA,NA,1730 R St. NW,Washington,20009
